1,2,1300
1,3,1300
3,4,800
2,4,2100
2,19,2100
19,18,1700
18,4,1100
3,5,950
5,6,800
6,4,1200
4,7,1000
18,17,400
17,16,3700
5,8,800
6,11,1000
7,13,850
16,15,700
15,14,2000
13,14,1200
13,12,850
14,12,500
12,11,1200
11,13,700
11,10,550
8,10,1300
8,9,500
9,10,1200
9,22,750
22,21,700
